average_fitness,max_fitness
80.15503087872331,100.0
80.49975024272418,100.0
77.43930544881208,100.0
73.72502991483242,100.0
83.76735888918326,100.0
77.91689130216699,100.0
73.41019960719893,100.0
62.44250158150345,100.0
67.09089619461723,100.0
59.015126388527754,100.0
77.92013063981615,100.0
73.90396798923108,100.0
70.36432897642688,100.0
62.648404550417965,100.0
58.28000533013187,100.0
59.267353998588874,100.0
70.10653144693612,100.0
64.20221770395968,100.0
56.56766831505715,100.0
53.01634016980395,100.0
