average_fitness,max_fitness
62.56855749376176,100.0
57.31524322774247,100.0
60.11277037583613,100.0
63.78198718147724,100.0
65.37400080341685,100.0
57.32556788386211,100.0
64.22848211611986,100.0
56.37779330553532,100.0
53.40592510513194,100.0
56.31731184411221,100.0
56.65864196010714,100.0
58.495781360264445,100.0
52.638256462132794,100.0
62.26719927885572,100.0
69.71055036964964,100.0
77.0750090731816,100.0
72.02638300939904,100.0
76.82823137001208,100.0
73.43113547349255,100.0
80.98328732707176,100.0
