average_fitness,max_fitness
65.23723024254265,100.0
60.26214403463655,100.0
63.39191933474726,100.0
69.83684569397938,100.0
71.88681153808928,100.0
72.59510989712909,100.0
74.58745759520252,100.0
63.25350924045685,100.0
52.327576718913356,100.0
61.76505011291258,100.0
65.10512824276663,100.0
57.80302454620094,100.0
59.443068282851875,100.0
67.57497760537325,100.0
74.78227807972111,100.0
56.77503357082872,100.0
52.35624765359696,100.0
60.650761189438676,100.0
63.10826020156479,100.0
56.50637524228395,100.0
