average_fitness,max_fitness
0.26376283408391216,0.6506970418443465
0.5161034893503108,0.943259809235131
0.5989613299618043,1.0306442133840374
0.7964874653445325,1.0306442133840374
0.839470051397119,1.0306442133840374
0.8854363323458403,1.0306442133840374
0.9352256533478099,1.0306442133840374
0.9352256533478099,1.0306442133840374
0.9352256533478099,1.0306442133840374
0.9352256533478099,1.0306442133840374
0.9352256533478099,1.0306442133840374
0.9352256533478099,1.0306442133840374
0.984410419338984,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
1.0306442133840377,1.0306442133840374
0.2555777786491349,0.3378297984600067
0.3190852374036928,0.38709452748298645
0.3567004892988807,0.3922189176082611
0.37344416231055627,0.3922189176082611
0.379776375369624,0.3922189176082611
0.38285738043622447,0.3922189176082611
0.38285738043622447,0.3922189176082611
0.38285738043622447,0.3922189176082611
0.3832085058093071,0.3922189176082611
0.3883295990526676,0.3922189176082611
0.3883295990526676,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.3922189176082611,0.3922189176082611
0.21505662519487348,0.3424797654153297
0.2861449746415994,0.3732764422896367
0.31175135821125466,0.3866806626325123
0.34823945816642293,0.3866806626325123
0.35549126286102173,0.3866806626325123
0.35549126286102173,0.3866806626325123
0.35903444048063093,0.3866806626325123
0.36862504668582907,0.3866806626325123
0.36862504668582907,0.3866806626325123
0.38668066263251233,0.3866806626325123
0.38668066263251233,0.3866806626325123
0.38668066263251233,0.3866806626325123
0.38668066263251233,0.3866806626325123
0.38668066263251233,0.3866806626325123
0.38668066263251233,0.3866806626325123
0.38668066263251233,0.3866806626325123
0.38668066263251233,0.3866806626325123
0.38668066263251233,0.3866806626325123
0.38668066263251233,0.3866806626325123
0.38668066263251233,0.3866806626325123
