average_fitness,max_fitness
59.947083486651664,100.0
52.42835465687992,100.0
61.30466152652104,100.0
59.35782644480392,100.0
69.9680672013671,100.0
71.34732496963662,100.0
66.69124161014116,100.0
66.61505286229719,100.0
75.13489256791067,100.0
77.19838190528658,100.0
77.92332322554172,100.0
74.16823573732559,100.0
78.8188246991428,100.0
70.23399643137108,100.0
81.13838450426712,100.0
73.74844171798848,100.0
67.76311738009363,100.0
63.68066682090886,100.0
68.52805766436359,100.0
60.6912146520781,100.0
