average_fitness,max_fitness
72.41702619391384,100.0
66.37976676925396,100.0
72.48213029295735,100.0
74.4511876657975,100.0
74.24828939172681,100.0
71.22546058542231,100.0
69.432187690034,100.0
72.66846765026592,100.0
76.09470787589629,100.0
77.24020559995593,100.0
73.42317798268286,100.0
73.74704988942813,100.0
74.23122480154912,100.0
75.94238503478924,100.0
77.99375856515182,100.0
74.57625533740762,100.0
70.66640911199227,100.0
65.22647990287129,100.0
74.42949183296494,100.0
74.52129064430044,100.0
