average_fitness,max_fitness
63.831039013015435,100.0
78.76245176325114,100.0
77.60245028674147,100.0
81.8188245592859,100.0
80.41895788238165,100.0
79.90935206620759,100.0
76.45485867631645,100.0
74.40779186239709,100.0
70.17840817372517,100.0
61.40707367972745,100.0
61.07886110798845,100.0
68.15418932189634,100.0
66.75868834430682,100.0
69.30423320676934,100.0
66.83002102244059,100.0
60.206370009771256,100.0
53.625881893758724,100.0
60.61717632474056,100.0
59.53516750857006,100.0
60.80642502091074,100.0
