average_fitness,max_fitness
80.38669781348176,100.0
68.94358574276232,100.0
71.58088361080068,100.0
65.2522569528351,100.0
65.48807130338054,100.0
73.76727822579018,100.0
75.72078172091278,100.0
73.31923903746534,100.0
67.27749032453903,100.0
68.353138239559,100.0
77.39046284869629,100.0
64.51391599975265,100.0
55.029024891260725,100.0
52.6648712069934,100.0
57.230798141401664,100.0
48.58689374658239,100.0
54.334744225322545,100.0
54.53989885559353,100.0
63.19233368909863,100.0
68.04858301623062,100.0
